title	year	trailer_duration	actors	awards	box_office	country	director	dvd_release	genre	imdb_id	imdb_type	imdb_votes	language	long_plot	movie_runtime	poster	production	rated	rating	release_date	short_plot	video_id	writer	youtube_comment	youtube_dislike	youtube_favorite	youtube_like	youtube_link	youtube_view
Jay and Silent Bob Reboot	2019	159.0	Melissa Benoist, Matt Damon, Chris Hemsworth, Ben Affleck			USA	Kevin Smith		Comedy	tt6521876	movie	265.0	English	Jay and Silent Bob return to Hollywood to stop a reboot of 'Bluntman and Chronic' movie from getting made.	95 min	https://m.media-amazon.com/images/M/MV5BODRiYjcyNzAtNTAwOS00MGRjLWE3ZWItYWVhZWYzMzgxZjFjXkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_SX300.jpg		R	Internet Movie Database:8.0/10	15 Oct 2019	Jay and Silent Bob return to Hollywood to stop a reboot of 'Bluntman and Chronic' movie from getting made.	rq3_FmNUHx0	Kevin Smith	586.0	568.0	0.0	7185.0	www.youtube.com/watch/rq3_FmNUHx0	310435.0
The Red Sea Diving Resort	2019	151.0	Mbulelo Grootboom, Sizo Mahlangu, Michael Kenneth Williams, Masasa Mbangeni			Canada	Gideon Raff	31 Jul 2019	Drama, History, Thriller	tt4995776	movie	15232.0	English	Israel's Mossad agents attempt to rescue Ethiopian Jewish refugees in Sudan in 1979.	129 min	https://m.media-amazon.com/images/M/MV5BMjZiYWI3MWMtM2NiZi00Y2E0LWI1ODctNmNhMDUyNGMzODkwXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg	Netflix	TV-MA	Internet Movie Database:6.5/10,Rotten Tomatoes:30%	31 Jul 2019	Israel's Mossad agents attempt to rescue Ethiopian Jewish refugees in Sudan in 1979.	At1utWKO_eI	Gideon Raff	455.0	356.0	0.0	4809.0	www.youtube.com/watch/At1utWKO_eI	333785.0
Don't Let Go	2019	142.0	Alfred Molina, David Oyelowo, Storm Reid, Byron Mann			USA	Jacob Estes		Drama, Fantasy, Horror, Mystery, Thriller	tt6803212	movie	850.0	English	After a man's family dies in what appears to be a murder, he gets a phone call from one of the dead, his niece. He's not sure if she's a ghost or if he's going mad, but as it turns out, he's not.	103 min	https://m.media-amazon.com/images/M/MV5BZjI5N2FkMDQtYjk4Ni00N2U5LTlkZGQtMzY5ZTcwNTdjZWUyXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_SX300.jpg	OTL Releasing	R	Internet Movie Database:5.9/10,Rotten Tomatoes:38%,Metacritic:49/100	30 Aug 2019	After a man's family dies in what appears to be a murder, he gets a phone call from one of the dead, his niece. He's not sure if she's a ghost or if he's going mad, but as it turns out, he's not.	TUrSZLuGfEA	Jacob Estes (screenplay by), Jacob Estes (story by), Drew Daywalt (story by)	1313.0	254.0	0.0	11412.0	www.youtube.com/watch/TUrSZLuGfEA	723256.0
Hustlers	2019	141.0	Constance Wu, Jennifer Lopez, Julia Stiles, Mette Towley			USA	Lorene Scafaria		Comedy, Crime, Drama, Thriller	tt5503686	movie	12312.0	English, Spanish, Russian	Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.	110 min	https://m.media-amazon.com/images/M/MV5BNjM5ZTNiNGMtMDA2OC00MDYyLWEyNzAtOWZmMzFlY2VmOWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg	STXfilms	R	Internet Movie Database:6.7/10,Rotten Tomatoes:88%,Metacritic:79/100	13 Sep 2019	Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.	LUG2U-IxPx0	Jessica Pressler (magazine article), Lorene Scafaria (screenplay)	4488.0	6352.0	0.0	72014.0	www.youtube.com/watch/LUG2U-IxPx0	6819957.0
The Kitchen	2019	102.0	Melissa McCarthy, Tiffany Haddish, Elisabeth Moss, Domhnall Gleeson			USA	Andrea Berloff		Action, Crime, Drama	tt5822564	movie	3320.0	English	The wives of New York gangsters in Hell's Kitchen in the 1970s continue to operate their husbands' rackets after they're locked up in prison.	102 min	https://m.media-amazon.com/images/M/MV5BZGEwMWJlNzMtMjQ4YS00YjI4LTkwZTYtMGFiZTY5YmE2ZTIwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg	New Line Cinema	R	Internet Movie Database:5.2/10,Rotten Tomatoes:22%,Metacritic:35/100	09 Aug 2019	The wives of New York gangsters in Hell's Kitchen in the 1970s continue to operate their husbands' rackets after they're locked up in prison.	y-1KllfX3Kg	Ollie Masters (comic book series), Ming Doyle (comic book series), Andrea Berloff	231.0	414.0	0.0	1583.0	www.youtube.com/watch/y-1KllfX3Kg	179942.0
Maleficent: Mistress of Evil	2019	148.0	Angelina Jolie, Elle Fanning, Imelda Staunton, Michelle Pfeiffer			USA	Joachim Rønning		Adventure, Family, Fantasy	tt4777008	movie		English	Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.	118 min	https://m.media-amazon.com/images/M/MV5BZjJiYTExOTAtNWU0Yi00NzJjLTkwOTgtOTU2NWM1ZjJmYWVhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg	Walt Disney Pictures	PG	Rotten Tomatoes:51%	18 Oct 2019	Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.	dNt31iISeEo	Micah Fitzerman-Blue (screenplay by), Noah Harpster (screenplay by), Linda Woolverton (screenplay by), Linda Woolverton (story by)	573.0	317.0	0.0	6793.0	www.youtube.com/watch/dNt31iISeEo	476358.0
Jumanji: The Next Level	2019	171.0	Dwayne Johnson, Karen Gillan, Madison Iseman, Jack Black			USA	Jake Kasdan		Action, Adventure, Comedy, Fantasy	tt7975244	movie		English	A team of friends return to Jumanji to rescue one of their own but discover that nothing is as they expect. The players need to brave parts unknown, from arid deserts to snowy mountains, in order to escape the world's most dangerous game.		https://m.media-amazon.com/images/M/MV5BNTA3YWRjODItZWIxYy00ZGE3LTg0Y2QtNWFlNDlmOTg2MGEyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg	Sony Pictures			13 Dec 2019	A team of friends return to Jumanji to rescue one of their own but discover that nothing is as they expect. The players need to brave parts unknown, from arid deserts to snowy mountains, in order to escape the world's most dangerous game.	4gU-x9HIPys	"Jake Kasdan, Jeff Pinkner, Scott Rosenberg, Chris Van Allsburg (based on the book ""Jumanji"" by)"	772.0	570.0	0.0	13706.0	www.youtube.com/watch/4gU-x9HIPys	1042910.0
Charlie's Angels	2019	168.0	Naomi Scott, Sam Claflin, Kristen Stewart, Elizabeth Banks			USA	Elizabeth Banks		Action, Adventure, Comedy	tt5033998	movie		English	When Soh Bae turns up applying to be Charlie's 4th Angel, she is thrown into the deep end immediately, as the other angels are kidnapped by the mysterious Ronny Petankan. With only her nerdy sidekick Nathan Woodhall to help, it is up to Soh to save the angels and save the world before breakfast!		https://m.media-amazon.com/images/M/MV5BZDAzOTYxY2YtNzBmNi00YmE5LTk0NTktN2YwNTNiNGZjNWIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg	Sony Pictures	PG-13		15 Nov 2019	When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.	gpXSJSIAnoA	Elizabeth Banks (screenplay), Evan Spiliotopoulos (story by), David Auburn (story by), Carlo Bernard, Semi Chellas, Ivan Goff (characters), Craig Mazin, Ben Roberts (characters), Doug Miro, Jay Basu (screenplay)	4502.0	9173.0	0.0	29482.0	www.youtube.com/watch/gpXSJSIAnoA	1926224.0
The Good Liar	2019	144.0	Helen Mirren, Jim Carter, Ian McKellen, Russell Tovey			USA	Bill Condon		Drama	tt5563334	movie		English	Career con artist Roy Courtnay can hardly believe his luck when he meets well-to-do widow Betty McLeish online. As Betty opens her home and life to him, Roy is surprised to find himself ...	109 min	https://m.media-amazon.com/images/M/MV5BN2VhNTY5ZTUtYzc1NC00NjUyLWI1NDQtYWE3YmJlNjQ3OGVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg	New Line Cinema	R		15 Nov 2019	Career con artist Roy Courtnay can hardly believe his luck when he meets well-to-do widow Betty McLeish online. As Betty opens her home and life to him, Roy is surprised to find himself ...	hhSpF4v_SBY	Jeffrey Hatcher, Nicholas Searle (novel)	93.0	51.0	0.0	1743.0	www.youtube.com/watch/hhSpF4v_SBY	93973.0
Point Blank	2019	147.0	Frank Grillo, Stuart F. Wilson, Buster Reeves, Christian Cooke			France, USA	Joe Lynch	12 Jul 2019	Action, Crime, Thriller	tt2499472	movie	8533.0	English	An ER nurse and a career criminal are forced into an unlikely partnership in taking down a ring of corrupt cops threatening the lives of both their families.	86 min	https://m.media-amazon.com/images/M/MV5BYThkZjRmNWYtMWQ5Mi00Y2E4LWEyZjgtYWYxMDhiNTJmNTQzXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg	Netflix	TV-MA	Internet Movie Database:5.6/10,Rotten Tomatoes:41%,Metacritic:37/100	12 Jul 2019	An ER nurse and a career criminal are forced into an unlikely partnership in taking down a ring of corrupt cops threatening the lives of both their families.	9HyCWddH0WA	Fred Cavayé (characters), Adam G. Simon (screenplay)	107.0	59.0	0.0	1457.0	www.youtube.com/watch/9HyCWddH0WA	189721.0
Killerman	2019	150.0	Liam Hemsworth, Emory Cohen, Diane Guerrero, Zlatko Buric			USA	Malik Bader		Action, Crime, Drama, Mystery, Thriller	tt7420342	movie	320.0	English	Moe Diamond is a New York City money launderer who wakes up with no memory and millions of dollars in stolen cash and drugs. He must soon scour the streets in search of answers while trying...	112 min	https://m.media-amazon.com/images/M/MV5BMGEzZTAwZjYtYjRmYS00MGZkLWI4NzEtYzJmNDlhYTg5MTdkXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_SX300.jpg	Blue Fox Entertainment	R	Internet Movie Database:5.2/10,Rotten Tomatoes:19%,Metacritic:42/100	30 Aug 2019	Moe Diamond is a New York City money launderer who wakes up with no memory and millions of dollars in stolen cash and drugs. He must soon scour the streets in search of answers while trying...	i5niXDUtGEM	Malik Bader	228.0	464.0	0.0	2590.0	www.youtube.com/watch/i5niXDUtGEM	401638.0
The Angry Birds Movie 2	2019	167.0	Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader			Finland, USA	Thurop Van Orman, John Rice(co-director)		Animation, Adventure, Comedy, Family	tt6095472	movie	4566.0	English	The flightless birds and scheming green pigs take their feud to the next level.	97 min	https://m.media-amazon.com/images/M/MV5BYzdkNGJhNzQtMjY1OC00MDI3LTk0ZDUtNzU0MGZiY2YwZGUxXkEyXkFqcGdeQXVyNzMxNjQxMTk@._V1_SX300.jpg	Columbia Pictures	PG	Internet Movie Database:6.5/10,Rotten Tomatoes:73%,Metacritic:60/100	14 Aug 2019	The flightless birds and scheming green pigs take their feud to the next level.	nQJlFpMprl4	Peter Ackerman (screenplay by), Eyal Podell (screenplay by), Jonathon E. Stewart (screenplay by)	423.0	290.0	0.0	5578.0	www.youtube.com/watch/nQJlFpMprl4	499264.0
Ready or Not	2019	155.0	Samara Weaving, Adam Brody, Mark O'Brien, Henry Czerny			Canada, USA	Matt Bettinelli-Olpin, Tyler Gillett		Comedy, Horror, Mystery, Thriller	tt7798634	movie	18012.0	English	A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.	95 min	https://m.media-amazon.com/images/M/MV5BYzBkMzAyMDUtZTFkZS00OWUyLTgwM2ItNGI3MTQ5NzA3NTVkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg	Fox Searchlight Pictures	R	Internet Movie Database:7.1/10,Rotten Tomatoes:88%,Metacritic:64/100	21 Aug 2019	A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.	ZUCe7raZHAc	Guy Busick, Ryan Murphy	777.0	389.0	0.0	9422.0	www.youtube.com/watch/ZUCe7raZHAc	455953.0
Late Night	2019	71.0	Emma Thompson, Mindy Kaling, John Lithgow, Hugh Dancy			USA	Nisha Ganatra	06 Sep 2019	Comedy, Drama	tt6107548	movie	10077.0	English	A late night talk show host suspects that she may soon lose her long-running show.	102 min	https://m.media-amazon.com/images/M/MV5BNjZmOTEwMGEtOWVmMy00Njg4LWI1OGEtMGYwN2VmYzJiYzAzXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg	Amazon Studios	R	Internet Movie Database:6.6/10,Rotten Tomatoes:79%,Metacritic:70/100	14 Jun 2019	A late night talk show host suspects that she may soon lose her long-running show.	a6Zt0mBJThc	Mindy Kaling (screenplay by)	24.0	92.0	0.0	207.0	www.youtube.com/watch/a6Zt0mBJThc	76845.0
Angel Has Fallen	2019	153.0	Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Williams			USA	Ric Roman Waugh		Action, Thriller	tt6189022	movie	17303.0	English	It's been two years since the massive terrorist attack in London had taken place, and, just as Mike Banning had thought they were out of the woods, he was proven wrong. On a flight with the president aboard Air Force One, terrorists see it as a new plan of attack, and take the opportunity. Now Mike has to protect the president once again, with higher stakes than ever before.	121 min	https://m.media-amazon.com/images/M/MV5BYmRmMWZhZGItYzA4MC00ZDYyLWE0OTMtYmM0MWRiN2Q4NGU2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg	Lionsgate	R	Internet Movie Database:6.7/10,Rotten Tomatoes:39%,Metacritic:45/100	23 Aug 2019	Secret Service Agent Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.	TZJim02z1aA	Robert Mark Kamen (screenplay by), Matt Cook (screenplay by), Ric Roman Waugh (screenplay by), Creighton Rothenberger (story by), Katrin Benedikt (story by), Creighton Rothenberger (based on characters created by), Katrin Benedikt (based on characters created by)	979.0	627.0	0.0	18025.0	www.youtube.com/watch/TZJim02z1aA	1998595.0
Stuber	2019	123.0	Dave Bautista, Kumail Nanjiani, Mira Sorvino, Natalie Morales			USA	Michael Dowse	01 Oct 2019	Action, Comedy, Crime, Thriller	tt7734218	movie	9714.0	English	A detective recruits his Uber driver into an unexpected night of adventure.	93 min	https://m.media-amazon.com/images/M/MV5BOGE1ZjFhYzAtYWM4ZC00NGI1LWFmYzMtZWRhZDhjMjE4YzBjXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_SX300.jpg	20th Century Fox	R	Internet Movie Database:6.2/10,Rotten Tomatoes:42%,Metacritic:42/100	12 Jul 2019	A detective recruits his Uber driver into an unexpected night of adventure.	_IfPRsQBhuE	Tripper Clancy	27.0	28.0	0.0	515.0	www.youtube.com/watch/_IfPRsQBhuE	42788.0
The Art of Self-Defense	2019	159.0	Jesse Eisenberg, Alessandro Nivola, Imogen Poots, Steve Terada			USA	Riley Stearns	08 Oct 2019	Comedy, Crime, Drama, Mystery, Sport, Thriller	tt7339248	movie	3278.0	English, French, German	After being attacked on the street, a young man enlists at a local dojo, led by a charismatic and mysterious sensei, in an effort to learn how to defend himself from future threats.	104 min	https://m.media-amazon.com/images/M/MV5BZDlkOGE4YTUtYWRlZS00YjFkLWE3NmUtNzNlNjdiZTk2NzdhXkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_SX300.jpg	Bleecker Street	R	Internet Movie Database:7.2/10,Rotten Tomatoes:83%,Metacritic:65/100	01 Nov 2019	After being attacked on the street, a young man enlists at a local dojo, led by a charismatic and mysterious sensei, in an effort to learn how to defend himself from future threats.	IEzYcwKALBI	Riley Stearns	74.0	58.0	0.0	1456.0	www.youtube.com/watch/IEzYcwKALBI	165168.0
Good Boys	2019	154.0	Jacob Tremblay, Keith L. Williams, Brady Noon, Molly Gordon			USA	Gene Stupnitsky		Adventure, Comedy	tt7343762	movie	15129.0	English	Three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party.	90 min	https://m.media-amazon.com/images/M/MV5BMTc1NjIzODAxMF5BMl5BanBnXkFtZTgwMTgzNzk1NzM@._V1_SX300.jpg	Universal Pictures	R	Internet Movie Database:6.9/10,Rotten Tomatoes:79%,Metacritic:60/100	16 Aug 2019	Three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party.	XT6g_7HZdU8	Lee Eisenberg, Gene Stupnitsky	822.0	745.0	0.0	14466.0	www.youtube.com/watch/XT6g_7HZdU8	1105174.0
After the Wedding	2019	141.0	Michelle Williams, Julianne Moore, Billy Crudup, Will Chase			USA	Bart Freundlich		Drama	tt7985692	movie	891.0	English	A manager of an orphanage in Kolkata travels to New York to meet a benefactor.	112 min	https://m.media-amazon.com/images/M/MV5BNTI2NGVlMzAtMGQyYS00N2Q3LWE0ZDUtNzBmNGE1ZWE3NzQzXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg	Sony Pictures Classics	PG-13	Internet Movie Database:5.9/10,Rotten Tomatoes:44%,Metacritic:51/100	14 Aug 2019	A manager of an orphanage in Kolkata travels to New York to meet a benefactor.	RJ4QxPjU2Lk	Bart Freundlich (screenplay), Susanne Bier (original screenplay), Anders Thomas Jensen (original screenplay)	72.0	69.0	0.0	936.0	www.youtube.com/watch/RJ4QxPjU2Lk	235239.0
Shaft	2019	114.0	Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall			USA	Tim Story	10 Sep 2019	Action, Comedy, Crime	tt4463894	movie	29086.0	English	JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.	111 min	https://m.media-amazon.com/images/M/MV5BNmExNGZmYzItZTMzMi00YWJjLWJkYmQtMDg5MjgzYjYyZDk1XkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_SX300.jpg	New Line Cinema	R	Internet Movie Database:6.4/10,Rotten Tomatoes:32%,Metacritic:40/100	14 Jun 2019	JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.	-q57kqlChD8	Kenya Barris, Alex Barnow, Ernest Tidyman (based upon the character John Shaft from the novel by)	225.0	157.0	0.0	4337.0	www.youtube.com/watch/-q57kqlChD8	188505.0
Luce	2019	161.0	Naomi Watts, Octavia Spencer, Tim Roth, Kelvin Harrison Jr.			USA	Julius Onah	29 Oct 2019	Drama	tt7616148	movie	1428.0	English	A married couple is forced to reckon with their idealized image of their son, adopted from war-torn Eritrea, after an alarming discovery by a devoted high school teacher threatens his status as an all-star student.	109 min	https://m.media-amazon.com/images/M/MV5BNjkwMDMwOTQtM2MwMS00NjVmLThlODgtZmYyZjBhMjgzYTM3XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg	NEON	R	Internet Movie Database:7.0/10,Rotten Tomatoes:92%,Metacritic:73/100	05 Sep 2019	A married couple is forced to reckon with their idealized image of their son, adopted from war-torn Eritrea, after an alarming discovery by a devoted high school teacher threatens his status as an all-star student.	2_Zer9iT4FY	J.C. Lee (play), J.C. Lee (screenplay), Julius Onah (screenplay)	544.0	161.0	0.0	4565.0	www.youtube.com/watch/2_Zer9iT4FY	386671.0
Ford v Ferrari	2019	154.0	Christian Bale, Matt Damon, Caitriona Balfe, Jon Bernthal			USA, France	James Mangold		Action, Biography, Drama, Sport	tt1950186	movie	963.0	English	American car designer Carroll Shelby and driver Ken Miles battle corporate interference, the laws of physics and their own personal demons to build a revolutionary race car for Ford and challenge Ferrari at the 24 Hours of Le Mans in 1966.	152 min	https://m.media-amazon.com/images/M/MV5BYzcyZDNlNDktOWRhYy00ODQ5LTg1ODQtZmFmZTIyMjg2Yjk5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg	20th Century Fox	PG-13	Internet Movie Database:7.4/10,Metacritic:70/100	15 Nov 2019	American car designer Carroll Shelby and driver Ken Miles battle corporate interference, the laws of physics and their own personal demons to build a revolutionary race car for Ford and challenge Ferrari at the 24 Hours of Le Mans in 1966.	Vo96qDiGUiI	Jez Butterworth, John-Henry Butterworth, Jason Keller	691.0	110.0	0.0	8261.0	www.youtube.com/watch/Vo96qDiGUiI	504823.0
The Goldfinch	2019	151.0	Oakes Fegley, Ansel Elgort, Nicole Kidman, Jeffrey Wright			USA	John Crowley		Drama	tt3864056	movie	3252.0	English, Ukrainian, German, French	A boy in New York is taken in by a wealthy Upper East Side family after his mother is killed in a bombing at the Metropolitan Museum of Art.	149 min	https://m.media-amazon.com/images/M/MV5BY2ZmNmUzNTctYTA3Mi00ZTg3LWFmMWMtYzU2ZjA3NDRmODIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg	Warner Bros. Pictures	R	Internet Movie Database:6.3/10,Rotten Tomatoes:25%,Metacritic:40/100	13 Sep 2019	A boy in New York is taken in by a wealthy Upper East Side family after his mother is killed in a bombing at the Metropolitan Museum of Art.	F3El4yQD2cw	Peter Straughan (screenplay by), Donna Tartt (based on the novel by)	263.0	178.0	0.0	4167.0	www.youtube.com/watch/F3El4yQD2cw	189607.0
Abominable	2019	155.0	Chloe Bennet, Albert Tsai, Tenzing Norgay Trainor, Joseph Izzo			China, USA	Jill Culton, Todd Wilderman(co-director)		Animation, Adventure, Comedy, Family, Fantasy	tt6324278	movie	2078.0	English	A magical Yeti must return to his family.	97 min	https://m.media-amazon.com/images/M/MV5BZjg0MWExYjQtNGQ5OS00M2ZkLTg0NjItZjllOWI1YTRjZmE5XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg	Universal Pictures	PG	Internet Movie Database:7.3/10,Rotten Tomatoes:81%,Metacritic:62/100	27 Sep 2019	A magical Yeti must return to his family.	XrgVtuDRBjM	Jill Culton	2510.0	1826.0	0.0	36753.0	www.youtube.com/watch/XrgVtuDRBjM	2713854.0
The Art of Racing in the Rain	2019	144.0	Milo Ventimiglia, Kevin Costner, Amanda Seyfried, Kathy Baker			USA	Simon Curtis		Comedy, Drama, Romance, Sport	tt1478839	movie	3506.0	English, Italian	Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.	109 min	https://m.media-amazon.com/images/M/MV5BZjU5ZTYzM2MtNDNhYi00YjU1LWE4MzEtODc0NmNlODZlMjlhXkEyXkFqcGdeQXVyNjg3MDMxNzU@._V1_SX300.jpg	20th Century Fox	PG	Internet Movie Database:7.4/10,Rotten Tomatoes:43%,Metacritic:43/100	09 Aug 2019	Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.	bAPYTFLy5KA	Mark Bomback (screenplay by), Garth Stein (novel)	246.0	197.0	0.0	2614.0	www.youtube.com/watch/bAPYTFLy5KA	136700.0
Downton Abbey	2019	155.0	Matthew Goode, Tuppence Middleton, Maggie Smith, Michelle Dockery			UK	Michael Engler		Drama, Romance	tt6398184	movie	14748.0	English	The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early 20th century.	122 min	https://m.media-amazon.com/images/M/MV5BMmQxNGRkMjYtZTAyMy00MDUyLThiNmYtODI1NTkyNmI0ZTNlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg	Focus Features	PG	Internet Movie Database:7.7/10,Rotten Tomatoes:85%,Metacritic:64/100	20 Sep 2019	The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early 20th century.	VgnXY-KV9W8	Julian Fellowes (characters), Julian Fellowes (screenplay by)	743.0	291.0	0.0	8557.0	www.youtube.com/watch/VgnXY-KV9W8	604857.0
Brightburn	2019	90.0	Elizabeth Banks, David Denman, Jackson A. Dunn, Abraham Clinkscales			USA	David Yarovesky	06 Aug 2019	Horror, Sci-Fi	tt7752126	movie	45957.0	English	What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?	90 min	https://m.media-amazon.com/images/M/MV5BMjc0YzM2ZjItNzE3OS00NTRhLTkyNTUtMjY5Y2Y5NTU3OWI0XkEyXkFqcGdeQXVyNjU2NTI4MjE@._V1_SX300.jpg	Screen Gems	R	Internet Movie Database:6.2/10,Rotten Tomatoes:57%,Metacritic:44/100	24 May 2019	What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?	l8epkuuW53M	Brian Gunn, Mark Gunn	1178.0	428.0	0.0	7975.0	www.youtube.com/watch/l8epkuuW53M	860148.0
Booksmart	2019	71.0	Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Jason Sudeikis			USA	Olivia Wilde	20 Aug 2019	Comedy	tt1489887	movie	39416.0	English, Mandarin, Spanish	On the eve of their high school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.	102 min	https://m.media-amazon.com/images/M/MV5BMjEzMjcxNjA2Nl5BMl5BanBnXkFtZTgwMjAxMDM2NzM@._V1_SX300.jpg	United Artists	R	Internet Movie Database:7.3/10,Rotten Tomatoes:97%,Metacritic:84/100	24 May 2019	On the eve of their high school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.	UhZzJTvWJUc	Emily Halpern, Sarah Haskins, Susanna Fogel, Katie Silberman	37.0	135.0	0.0	298.0	www.youtube.com/watch/UhZzJTvWJUc	67228.0
Always Be My Maybe	2019	174.0	Ali Wong, Randall Park, James Saito, Michelle Buteau			USA	Nahnatchka Khan	31 May 2019	Comedy, Romance	tt7374948	movie	34285.0	English	Everyone assumed Sasha and Marcus would wind up together except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder - maybe?	101 min	https://m.media-amazon.com/images/M/MV5BMGM2NWFjYTctZjFiYy00YzIxLThhY2QtY2UxZTNmNjdjZTU0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg	Netflix	PG-13	Internet Movie Database:6.8/10,Rotten Tomatoes:90%,Metacritic:64/100	31 May 2019	Everyone assumed Sasha and Marcus would wind up together except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder - maybe?	Qr2DxgOnKoA	Michael Golamco, Randall Park, Ali Wong	491.0	612.0	0.0	4562.0	www.youtube.com/watch/Qr2DxgOnKoA	395948.0
The Secret Life of Pets 2	2019	156.0	Patton Oswalt, Kevin Hart, Harrison Ford, Eric Stonestreet			USA, France, Japan	Chris Renaud, Jonathan del Val(co-director)	13 Aug 2019	Animation, Adventure, Comedy, Family	tt5113040	movie	28497.0	English	Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.	86 min	https://m.media-amazon.com/images/M/MV5BMzdlMWQzZmItMDA5Ny00MGFjLTk0MDAtYjgzMmMyNTEwMzdhXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_SX300.jpg	Universal Pictures	PG	Internet Movie Database:6.5/10,Rotten Tomatoes:59%,Metacritic:55/100	07 Jun 2019	Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.	2L3Gvo40DzQ	Brian Lynch	228.0	270.0	0.0	3501.0	www.youtube.com/watch/2L3Gvo40DzQ	537230.0
